nombre,cantidades,info,sabores,imagen,mix,Artículo,oferta,Estado,Rubro
GRANOLA MIX BERRIES - KÖS,250G/500G/1KG,"La Granola Mix Berries de la marca KoS Food es una mezcla argentina de cereales, frutos secos y frutas deshidratadas diseñada para desayunos y snacks saludables. Se destaca por ser una opción apta para veganos y con un alto contenido de antioxidantes gracias a los arándanos.",,https://drive.google.com/file/d/1y2j0FAvDW0Yp3411EB6rCjfiYk1JVbpg/view,,1286,,✅ en precios,CEREALES
GRANOLA MIX ENERGETICA - KÖS,250G/500G/1KG,"La granola Mix Energética de KöS Food es una opción nutritiva diseñada para aportar energía sostenida a través de una base de cereales, semillas y frutos secos selectos. Es especialmente popular en Argentina para desayunos, meriendas o como snack pre-entrenamiento.",,https://drive.google.com/file/d/1xZkK9rKGEu0Ih7cijzQIeR-hMUPK1nW5/view,,1287,,✅ en precios,CEREALES
GRANOLA MIX TROPICAL - KÖS,250G/500G/1KG,"La Granola Mix Tropical de Kös Food es una mezcla energética de cereales, frutos secos y frutas deshidratadas diseñada para aportar fibra y energía de forma natural. Es un producto de origen argentino, popular por ser apto para dietas veganas.",,https://drive.google.com/file/d/1vDPGng1Bx-pfymsbqZquQ8o3DuurzGou/view,,1289,,✅ en precios,CEREALES
GRANOLA SIN PASAS,250G/500G/1KG,"Una buena granola sin pasas se enfoca en la textura crujiente y la riqueza de las grasas saludables. Al eliminar las pasas, evitas la textura gomosa y reduces el azúcar concentrado, permitiendo que resalten los sabores tostados.",,https://drive.google.com/file/d/1D16zkgWKPgqaxR0o7lwIlugBBDKoeM1F/view,,1897,,✅ en precios,CEREALES
GRANOLA TRADICIONAL SIN FRUTOS SECOS,250G/500G/1KG,"La granola tradicional sin frutos secos (como nueces o almendras) es una opción ideal para personas con alergias o quienes buscan una textura más ligera centrada en los cereales. Se caracteriza por mantener la esencia crujiente y el sabor tostado mediante el uso de semillas, avena y endulzantes naturales.",,https://drive.google.com/file/d/1gZTHH73FsNkAfJ0CDc6u7WCmaul_3mF9/view,,1911,,✅ en precios,CEREALES
QUINOA INFLADA,250G/500G/1KG,,,https://drive.google.com/file/d/1qMBmu67kSyesq1C7FxsBaowJl7dUlj1m/view,si,1549,,✅ en precios,CEREALES
TUTUCAS CON AZUCAR,250G/500G/1KG,,,https://drive.google.com/file/d/1hF12REdli5qnypdctorBmKVdPaKIP08A/view,,1635,,✅ en precios,CEREALES
TUTUCAS SIN AZUCAR,250G/500G/1KG,,,https://drive.google.com/file/d/1ssnRXWRHhOyxkgKCyeSYK4o-f34Shh0d/view,,1636,,✅ en precios,CEREALES
ARANDANOS DESHIDRATADOS,250G/500G/1KG,"Los arándanos deshidratados son una opción nutricional concentrada, rica en antioxidantes (polifenoles) y fibra, ideal para la salud cardiovascular y digestiva.",,https://drive.google.com/file/d/1-3hEiQdp5-wSKlvvcymYZu1DU6SVODsx/view,si,1127,,✅ en precios,DESHIDRATADOS
CHIPS DE BANANA,250G/500G/1KG,Los chips de banana son una excelente alternativa saludable a los snacks procesados.,,https://drive.google.com/file/d/1tHz0CPQn94o34AE_oymNrsxf_gCoDDya/view,si,1202,,✅ en precios,DESHIDRATADOS
CIRUELA PRESIDENTE SIN CAROZO,250G/500G/1KG,Las ciruelas Presidente tiernizadas son una variedad de ciruela desecada (generalmente de gran tamaño y piel morada) que ha pasado por un proceso de rehidratación controlada para lograr una textura suave y carnosa.,,https://drive.google.com/file/d/1Tedikm7hqYFZZGrkfGX1KRlF2b1ETX8r/view,si,1206,,✅ en precios,DESHIDRATADOS
CIRUELAS D`AGEN CON CAROZO,250G/500G/1KG,"Las ciruelas D'Agen con carozo son famosas por su dulzura natural y su textura carnosa. Originarias de Francia, son la variedad predilecta para el desecado debido a su alto contenido de azúcar y fibra.",,https://drive.google.com/file/d/19xXY0pEbQvvg7sMKeDGhGmMqLaZFYnFA/view,,1207,,✅ en precios,DESHIDRATADOS
CIRUELAS TIERNIZADAS SIN CAROZO,250G/500G/1KG,"Las ciruelas D'Agen sin carozo son una variedad de ciruelas deshidratadas de origen francés, aunque se producen extensamente en Argentina (especialmente en Mendoza), valoradas por su pulpa tierna, sabor dulce intenso y alto valor nutricional.",,https://drive.google.com/file/d/1UaJqE6bpmw1tzb1xHxIzodRhMBZsqcHV/view,si,1208,,✅ en precios,DESHIDRATADOS
DATILES DE EGIPTO CON CAROZO,250G/500G/1KG,"Los dátiles egipcios son reconocidos como un superalimento energético y natural, ricos en fibra, potasio, magnesio y vitamina B6. Son ideales para deportistas y meriendas saludables debido a su alto contenido de azúcares naturales (fructosa, glucosa) que brindan energía instantánea. Suelen comercializarse con carozo y son una excelente alternativa para endulzar naturalmente.",,https://drive.google.com/file/d/1ggYi4CGKjZ9XCLcLwiXQoKgRtp-IhCP9/view,,1242,,✅ en precios,DESHIDRATADOS
FRUTA ESCURRIDA,250G/500G/1KG,"La fruta escurrida (o abrillantada) es un producto confitado, generalmente elaborado a base de mamón o cáscaras de sandía, cocido en almíbar, coloreado artificialmente y seco. Es un ingrediente clásico y estable al horneado, ideal para pan dulces, budines y repostería navideña.",,https://drive.google.com/file/d/1Q6aYP2IupHjGyGW62HuK0yczmhzAQgvn/view,,1271,,✅ en precios,DESHIDRATADOS
FRUTA MULTICOLOR,250G/500G/1KG,"La fruta glaseada multicolor (también conocida como fruta confitada, abrillantada o escarchada) es un ingrediente clásico de la repostería, especialmente popular para decorar y rellenar el Pan Dulce, budines y roscas de Reyes.",,https://drive.google.com/file/d/1sJwlaZCtWN3eJshcjCjwgCc3KBQuK4fT/view,si,1954,,✅ en precios,DESHIDRATADOS
HIGOS TIERNIZADOS,250G/500G/1KG,"Los higos tiernizados son una versión hidratada de los higos secos. A diferencia de los higos deshidratados tradicionales, que pueden ser duros o correosos, los tiernizados pasan por un proceso de golpe de vapor para devolverles humedad y suavidad.",,https://drive.google.com/file/d/1Q9lPGXaeVdr2bRx8us-T_J2OFgI9XW54/view,si,1311,,✅ en precios,DESHIDRATADOS
JENGIBRE GLASEADO,250G/500G/1KG,El jengibre glaseado (también llamado confitado o cristalizado) es la raíz de jengibre fresca cocida en almíbar y recubierta de azúcar. Es apreciado por su equilibrio entre un sabor dulce intenso y un toque picante natural.,,https://drive.google.com/file/d/1f8nx3YkZ3XqTBJOr7RbUnkiIuX8F9dFw/view,,1319,,✅ en precios,DESHIDRATADOS
MEDALLONES DE DURAZNO,250G/500G/1KG,"Los medallones de durazno son fruta deshidratada que conserva el sabor y dulzor natural, con una mayor concentración de nutrientes. Aportan energía rápida gracias a sus azúcares naturales, además de fibra que favorece la digestión y la saciedad. Son fuente de potasio, hierro, vitaminas A y del complejo B, junto con antioxidantes que contribuyen al cuidado general del organismo, siendo una opción práctica para snacks o preparaciones.",,https://drive.google.com/file/d/1MwU_DIjxJKxV2ruB339EY2Ft0EsuzXvR/view,si,1394,,✅ en precios,DESHIDRATADOS
PASAS DE UVA CON SEMILLAS,250G/500G/1KG,,,https://drive.google.com/file/d/1Pu2D-RFY57UtSR3BJHr4uot2JKPFAj9Z/view,,2440,,✅ en precios,DESHIDRATADOS
PASAS MOROCHA FLAME SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/16DnWqgTXff5E0l4ItsA2jI9UNtPPwJjQ/view,si,1955,,✅ en precios,DESHIDRATADOS
PASAS MOROCHA JUMBO SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/1cKCSvqBSLd30SBGisx625jOeuSr9mCei/view,si,4456,,✅ en precios,DESHIDRATADOS
PASAS RUBIA SIN SEMILLA,250G/500G/1KG,,,https://drive.google.com/file/d/1NechloJwourKBTRFWmgNSqLXsMQsz0n6/view,si,1461,,✅ en precios,DESHIDRATADOS
PERAS WILLIAMS,250G/500G/1KG,,,https://drive.google.com/file/d/1G2SEtD_Q1ayam3utq_qterHqoY4_g2kP/view,si,1488,,✅ en precios,DESHIDRATADOS
RODAJAS DE NARANJA DESHIDRATADA,50G/250G/1KG,,,https://drive.google.com/file/d/1STntUIKWPjsuhSgWzIFTcNAiHTM0uz2C/view,,1692,,✅ en precios,DESHIDRATADOS
TOMATE SECOS,250G/500G/1KG,,,https://drive.google.com/file/d/10_jDExoNlrLxBgITNPWTHv_6tajstWsy/view,,1632,,✅ en precios,DESHIDRATADOS
ALMENDRAS CON CHOCOLATE,250G/500G/1KG,"Las almendras con chocolate son uno de los snacks más populares y nutritivos, combinando la textura crujiente del fruto seco con la suavidad del cacao.",,https://drive.google.com/file/d/1hmWs7T2wC96TtgD45OkILyJDXkGnOyjz/view,si,2001,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
ARANDANOS CON CHOCOLATE,250G/500G/1KG,"Los arándanos con chocolate son el equilibrio perfecto entre lo dulce, lo amargo y lo ácido. Además de ser deliciosos, son considerados un ""snack saludable"" por su alto contenido de antioxidantes.",,https://drive.google.com/file/d/1x67GyL9CCrv_p-LXAt9DxZ8XqUgGhAq2/view,si,2002,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
AVELLANAS CON CHOCOLATE,250G/500G/1KG,"La combinación de avellanas con chocolate es un clásico de la pastelería mundial, famosa por su equilibrio entre la cremosidad del cacao y el sabor tostado y terroso de la fruta seca.",,https://drive.google.com/file/d/1JqHkzKW0GHiwkCvdLRrpnd8GxYXsHZsU/view,si,2010,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
BANANITAS CON CHOCOLATE,250G/500G/1KG,"Las bananitas de cereal con chocolate son un snack dulce muy popular en Argentina, conocido por su forma de pequeña banana, su textura crocante y su baño de chocolate con leche.",,https://drive.google.com/file/d/1lTHh9dcV--oni4bsmIrHPM4KGoTf38ub/view,si,2455,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
BARRA DE CHOCOLATE 55% SIN AZUCAR x 100 g - COLONIAL,1 UNIDAD,"La barra de chocolate sin azúcar de la marca Colonial es una opción popular en Argentina para personas con diabetes, celíacas o quienes buscan reducir el consumo de azúcar. Se destaca por ser un producto libre de gluten (Sin TACC) y por utilizar edulcorantes en lugar de sacarosa.",,https://drive.google.com/file/d/1guwxJ8Acdq3a9vv-mUm5nW_JUIDcTcID/view,,2004,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
BARRA DE CHOCOLATE 70% CON STEVIA x 100 GR - COLONIAL,1 UNIDAD,"El chocolate Colonial 70% Cacao con Stevia es una opción de chocolate amargo dietético fabricada en Argentina, diseñada especialmente para quienes buscan reducir el consumo de azúcar sin sacrificar el sabor intenso del cacao. Es un producto muy popular en dietéticas y tiendas saludables por ser apto para celíacos (Sin TACC) y personas con diabetes.",,https://drive.google.com/file/d/1tEMqFtY5CHTTVi0kPVkqUuZftUgBWaM1/view,,2003,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
BARRA DE CHOCOLATE 80% ORGANICO X 100 GR - COLONIAL,1 UNIDAD,"La barra de chocolate Colonial 80% Cacao es una de las opciones más populares en Argentina para quienes buscan un chocolate amargo de alta pureza, con certificación orgánica y sin TACC.",,https://drive.google.com/file/d/14RCfMfiamjxbBTREICeDFap3Pxvxx4w5/view,,2268,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
CHIPS DE CHOCOLATE BLANCO,250G/500G/1KG,,,https://drive.google.com/file/d/1LoOfkqDKcFnDpE0Z_KERZVuXSY-gwz7M/view,si,2241,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
CHIPS DE CHOCOLATE SEMIAMARGO,250G/500G/1KG,Las gotitas de chocolate semiamargo (o semi-sweet chocolate chips) son un ingrediente fundamental en la repostería gracias a su equilibrio entre dulzor y profundidad de cacao.,,https://drive.google.com/file/d/1JdNKy_l3ilrDwJ0_iarB8OmfRPJkiRva/view,si,2007,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
DULCE DE ALCAYOTA X500 GR - DON FRANCISCO,1 UNIDAD,"El dulce de alcayota de la marca Don Francisco es un producto tradicional de Mendoza, elaborado por la empresa familiar Francisco Moreno e Hijo S.A.. Con más de 35 años en el mercado, se destaca por su elaboración artesanal a partir de la alcayota (también conocida como cayote), un fruto fibroso típico de la región de Cuyo.",,https://drive.google.com/file/d/1hAmK_w0nFlj5twyDbbKKPHfwotPTyCIb/view,,1244,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
DULCE DE LECHE CON STEVIA - SIN TACC - DOÑA MAGDALENA,1 UNIDAD,"El Dulce de Leche Doña Magdalena con Stevia es un producto apto para celíacos (Sin TACC) y personas con diabetes, ya que no contiene azúcar agregada ni fructosa.",,https://drive.google.com/file/d/1WHw5mkEvjgT-mPw4uZx2H0aYiH9lYZe6/view,,2134,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
DULCE DE LECHE DE COCO VEGANO - DOÑA MAGDALENA,1 UNIDAD,"El Dulce de Coco Vegano de Doña Magdalena es una alternativa al dulce de leche tradicional elaborada a base de leche de coco, certificada como Sin TACC (Libre de Gluten) y apta para dietas veganas.",,https://drive.google.com/file/d/1RNgjG2UBtMOR-lWl6enYwwRNtC3AhQOi/view,,2145,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
DULCE DE MEMBRILLO X1 KG - DON FRANCISCO,1 UNIDAD,"El dulce de membrillo Don Francisco (de la firma Francisco Moreno e Hijo) es un producto artesanal originario de Mendoza, Argentina, reconocido por su elaboración tradicional y calidad profesional.",,https://drive.google.com/file/d/1wGO4YqplgiTtHKaJMhkW5-eC8h6xoc-1/view,,1254,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
DULCE DE MEMBRILLO X500 GR - MUPAY,1 UNIDAD,"El Dulce de Membrillo Mupay es un producto artesanal originario de la provincia de San Juan, Argentina, específicamente de la región de Chimbas. Se destaca por ser un dulce de membrillo rubio, elaborado bajo procesos tradicionales que lo diferencian del clásico dulce industrial rojo.",,https://drive.google.com/file/d/1M2tosfDbag8ZAAwyKx1kbQfsiw7okEBi/view,,1253,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
GARRAPIÑADA DE MANI,250G/500G/1KG,"La garrapiñada de maní es un snack dulce tradicional de Argentina y Uruguay que consiste en maní tostado recubierto de azúcar caramelizada. Se destaca por su textura extremadamente crocante y su aroma dulce característico, muy común en ferias y celebraciones navideñas.",,https://drive.google.com/file/d/1Aak-uAtZrdeIs0wgpM1t1J43vNSCY5bZ/view,,1276,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
LENTEJA DE CHOCOLATE,250G/500G/1KG,"Las lentejas de chocolate son pequeñas porciones de chocolate recubiertas, ideales para snacks o repostería. Ofrecen una opción práctica para disfrutar algo dulce en porciones controladas. Pueden utilizarse en mezclas, toppings o consumo directo.",,https://drive.google.com/file/d/1yQIyrX6YNZ1kCZYX7DX3ljrLef6l4c4v/view,si,2316,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MANI CON CHOCOLATE SEMIAMARGO,250G/500G/1KG,El maní con chocolate semiamargo combina el sabor tostado del fruto seco con el equilibrio del cacao. Ofrece una textura crocante y un perfil dulce moderado. Ideal como snack o para darse un gusto.,,https://drive.google.com/file/d/1ru1C0csggjgkl6f2NhrpEb_mkcO3KWmn/view,si,2008,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MEMBRILLITOS X30 GR - PIZARRO,1 UNIDAD,"Los membrillitos Pizarro son un dulce a base de pulpa de membrillo, elaborados en formato práctico para consumo individual. Presentan un sabor dulce intenso y textura firme, ideal para colaciones o acompañar infusiones. Son una opción simple y tradicional para quienes buscan algo dulce en porciones controladas.",,https://drive.google.com/file/d/14phf-_VuRbjq5lGSGY6etaD_lllAKnDk/view,,2229,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA CON STEVIA SIN TACC - DOÑA MAGDALENA,1 UNIDAD,"La mermelada Doña Magdalena con stevia es una opción sin azúcares añadidos, elaborada sin TACC. Combina el sabor natural de la fruta con un endulzado alternativo, manteniendo una textura y perfil equilibrado. Es ideal para quienes buscan opciones más livianas sin resignar sabor.",FRUTILLA/DURAZNO,https://drive.google.com/file/d/1Q7z-fTvZodCM-Bj1Kcj3MTHVWYLoIohT/view,,2153,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE CITRICOS - LAS DOÑAS,1 UNIDAD,"La mermelada de cítricos Las Doñas está elaborada con frutas seleccionadas, logrando un perfil equilibrado entre dulzor y acidez. Presenta una textura untuosa y sabor intenso, ideal para desayunos o repostería. Es una opción artesanal con identidad regional.",,https://drive.google.com/file/d/1d4-j6FzUDHjNkzft5X9qTD-_W6chuCXG/view,,2123,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE DURAZNO X450 GR - LA CASITA DE LA ABUELI,1 UNIDAD,,,https://drive.google.com/file/d/1f28qxUcBPwGJgi7Rc3oMnJ-eDPWf3xvK/view,,5019,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE FRUTILLAS Y ARANDANOS - LAS DOÑAS,1 UNIDAD,"La mermelada de frutilla y arándanos Las Doñas combina frutas seleccionadas, logrando un perfil frutal intenso con leve acidez. Presenta buen equilibrio y una textura untable, ideal para el consumo diario. Es perfecta para untar o acompañar preparaciones dulces. ¡La preferida!",,https://drive.google.com/file/d/1Ib512u7c5_rHUpjA-lqENWOY32hdF1OO/view,,2122,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE FRUTOS DEL BOSQUE X450 GR - LA CASITA DE LA ABUELI,1 UNIDAD,,,https://drive.google.com/file/d/1Sv5PveyVfyNnTFlT8O1F-T8utY550NVx/view,,5020,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE MEMBRILLO X450GR - LA CASITA DE LA ABUELI,1 UNIDAD,,,https://drive.google.com/file/d/1YzjSZ-7SRayly5I9RyJF16izEQYrZD5a/view,,5018,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE PERAS AL MALBEC - LAS DOÑAS,1 UNIDAD,"La mermelada de peras al Malbec Las Doñas combina fruta con vino, generando un perfil más complejo y aromático. Presenta notas dulces con un leve carácter vínico. Es ideal para acompañar quesos o propuestas gourmet.",,https://drive.google.com/file/d/1VDSIzTaJWq0C-jE2lxZNHiZWWOXEqbAX/view,,2368,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA DE PERAS Y JENGIBRE - LAS DOÑAS,1 UNIDAD,"La mermelada de peras y jengibre Las Doñas combina la suavidad de la fruta con el toque especiado característico del jengibre. Presenta un perfil equilibrado, con leve picor y frescura. Es ideal para quienes buscan sabores diferentes y versátiles, tanto para untar como para acompañar preparaciones dulces o saladas.",,https://drive.google.com/file/d/1LoJImNZoFZaBVsjye0hFtBLEbltc1Y6N/view,,2124,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA FRUTILLA X310 GR - MQA,1 UNIDAD,"La mermelada de frutilla MQA está elaborada con fruta seleccionada, destacando su sabor dulce y natural. Presenta textura uniforme y buen equilibrio. Es ideal para consumo diario en desayunos y meriendas.",,https://drive.google.com/file/d/1fckmpdYNEhJ_1MMdHuCMvK9G-DyEICLj/view,,1902,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA FRUTOS ROJOS CON STEVIA - DOÑA MAGDALENA,1 UNIDAD,"La mermelada de frutos rojos Doña Magdalena con stevia es una opción sin azúcares añadidos, elaborada sin TACC. Combina distintos frutos logrando un perfil equilibrado entre dulzor y acidez, con textura untable. Es ideal para quienes buscan una alternativa más liviana sin resignar sabor.",,https://drive.google.com/file/d/1v9_BFPVBlDHxweYXtHg-WfAeoMmSBHdC/view,,2435,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA X310 GR - MQA,1 UNIDAD,"Las mermeladas MQA son elaboradas en Mendoza y ofrecen una opción rica y accesible, con sabor frutal y textura untable. Este producto artesanal, elaborado con frutas de primera calidad, es ideal para que tus desayunos, meriendas o preparaciones sean un verdadero disfrute.",MANZANA/NARANJA/CIRUELA,https://drive.google.com/file/d/1vtJT3rgI9ZUaxgtO8W0GNYrlOpWlgOj_/view,,1901,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MERMELADA ZANAHORIA Y NARANJA X310 GR,1 UNIDAD,La mermelada de zanahoria y naranja MQA combina dulzor y acidez en un perfil original. La zanahoria aporta suavidad y la naranja un toque cítrico fresco. Es una opción diferente para variar sabores en desayunos o repostería.,,https://drive.google.com/file/d/1got4Ma1xpSNperiiDL_JS6wBBx2cdluy/view,,1906,15,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL BATIDA X250 GR - GOTAS DE ORO,1 UNIDAD,"La miel batida Gotas de Oro es miel de abeja pura, procesada de forma controlada a partir de miel cristalizada para lograr una textura cremosa, suave y fácil de untar. Proviene del norte argentino, donde desarrolla sus características notas alimonadas. Este proceso no modifica sus propiedades naturales ni su sabor, manteniendo un perfil equilibrado y uniforme, ideal para desayunos, tostadas o uso cotidiano.",,https://drive.google.com/file/d/1LRarzkBLFD7TXqF2TWpCG31lCSLXufct/view,,2271,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL BATIDA X500 GR - GOTAS DE ORO,1 UNIDAD,"La miel batida Gotas de Oro en formato 500 g es miel de abeja pura, procesada de forma controlada a partir de miel cristalizada para lograr una textura cremosa, suave y fácil de untar. Proviene del norte argentino, donde desarrolla sus características notas alimonadas, manteniendo sus propiedades naturales y su sabor. Su consistencia estable evita la cristalización dura, convirtiéndola en una opción práctica y de mayor rendimiento para consumo habitual, ideal para desayunos, tostadas o uso cotidiano.",,https://drive.google.com/file/d/1jmjOu4jDU47SmP5kMbAMLHhyH588qGS_/view,,2171,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL DE ABEJA X1 KG  - MONTE NATURAL,1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1JKsD3XI9xhwpUuvuZRI5zMUyEeqBqd7X/view,,1406,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL DE ABEJA X250 GR - MONTE NATURAL,1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1vcqMzMskV0cok-aTNgkYaP_za2vdYYga/view,,1408,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL DE ABEJA X500 GR - MONTE NATURAL,1 UNIDAD,"La miel de abeja Monte Natural tipo jalea es un producto natural de origen mendocino con un perfil dulce característico y aporte de enzimas, antioxidantes y minerales. Es una miel multifloral, envasada cuidadosamente tras su extracción de colmenares seleccionados, preservando sus cualidades y sabor sin procesos industriales agresivos. Mediante un leve proceso de calentamiento se obtiene una textura líquida, cristalina y de fácil disolución, ideal para el uso cotidiano. Puede volver a cristalizar con el tiempo, un proceso natural de la miel pura que se revierte fácilmente calentando a baño maría.",,https://drive.google.com/file/d/1InBwP0KdXp-jGKcN5fnd9K5wvxGwvqUJ/view,,1410,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL X250 GR - TRES SOLES,1 UNIDAD,"La miel Tres Soles es una miel de abeja de origen natural que nace en Mendoza, con sabor dulce y perfil aromático floral. Presenta textura fluida y es apta para consumo directo o como endulzante, siendo ideal para infusiones y uso cotidiano. Como toda miel pura, puede conservarse durante largos períodos si se mantiene en condiciones adecuadas: no requiere refrigeración, debe guardarse en un lugar fresco, seco y bien cerrado, y alejada de fuentes de calor para preservar sus cualidades.",,https://drive.google.com/file/d/1Um1nwc9gElNvLqgzIm889jCCBnZXQgow/view,,2287,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
MIEL X500 GR - TRES SOLES,1 UNIDAD,"La miel Tres Soles es una miel de abeja de origen natural que nace en Mendoza, con sabor dulce y perfil aromático floral. Presenta textura fluida y es apta para consumo directo o como endulzante, siendo ideal para infusiones y uso cotidiano. Como toda miel pura, puede conservarse durante largos períodos si se mantiene en condiciones adecuadas: no requiere refrigeración, debe guardarse en un lugar fresco, seco y bien cerrado, y alejada de fuentes de calor para preservar sus cualidades.",,https://drive.google.com/file/d/11fQGPxc6AIN8faN3Lpv7e5lWpk6E77fw/view,,2286,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
NUECES CONFITADAS X100 GR,1 UNIDAD,,,https://drive.google.com/file/d/1rSGhdeWDuDc2BU8IGrxZtR8JbYMtjrD-/view,,1957,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
PASAS DE UVA CON CHOCOLATE,250G/500G/1KG,,,https://drive.google.com/file/d/1byVmob8jRHuJJnCMUfE_L38WemVUsJGc/view,si,2009,,✅ en precios,"DULCES, MIEL Y CHOCOLATES"
AJIES DULCES X 110 GR - DURANG,1 UNIDAD,"Los Ajíes Dulces Durang son un producto clásico de la marca argentina Durang, especializada en conservas y encurtidos desde 1984. Se trata de ajíes enteros conservados en vinagre de alcohol, conocidos por su textura crujiente y un sabor que equilibra la acidez con la dulzura natural del fruto, sin ser picantes.",,https://drive.google.com/file/d/1Hh_VZ2mQ0b63SscIg2o80_RROEm8xZFV/view,,1082,,✅ en precios,ENCURTIDOS
AJIES PICANTES X 110 GR - DURANG,1 UNIDAD,"La marca Durang es reconocida por producir conservas de ajíes picantes en vinagre, originaria de Argentina (específicamente de Mendoza) y con una trayectoria que inició en 1984.",,https://drive.google.com/file/d/16EgW37ix5K7e9cAcJs4g-B6l0MwS3s6B/view,,1084,,✅ en precios,ENCURTIDOS
ALCAPARRAS X 100GR - ALCARAZ GOURMET,1 UNIDAD,"Las alcaparras Cristo de los Cerros son un producto gourmet de origen argentino(elaborado por una empresa familiar que produce aceites y conservas desde 1985). Se destacan por ser libres de gluten (sin TACC) y aptas para veganos, presentándose comúnmente en frascos de 90g y 600g conservadas en vinagre y sal.",,https://drive.google.com/file/d/12kY3S9biElu2bu313qqt2eWDyQif3s38/view,,1100,,✅ en precios,ENCURTIDOS
BERENJENAS CONDIMENTADAS X200 GR - DURANG,1 UNIDAD,"Las Berenjenas Durán (comúnmente conocidas como berenjenas en escabeche o condimentadas) son un clásico de las conservas artesanales, especialmente populares en regiones de Argentina. Se caracterizan por su equilibrio entre la acidez del vinagre, el aceite y una mezcla intensa de especias.",,https://drive.google.com/file/d/1vivsZ1XVLxnKOoE4npMrRJpz-VKziFom/view,,1150,,✅ en precios,ENCURTIDOS
CHUCRUT X600 GR - ALCARAZ GOURMET,1 UNIDAD,"El chucrut de la marca Cristo de los Cerros es un producto artesanal fabricado por la familia mendocina Alcaraz Gourmet. Se caracteriza por ser un alimento fermentado de forma natural, sin conservantes químicos y apto para dietas veganas y celíacas.",,https://drive.google.com/file/d/1BLQaKI6BCeVw_78YR0DcVZBQUMm9HoVK/view,,1204,,✅ en precios,ENCURTIDOS
